Trait,Species,Value
Dispersal unit length,Prunella vulgaris,1.77
Dispersal unit length,Prunella vulgaris,1.77
Leaf nitrogen (N) content per dry mass,Maianthemum canadense,1.77
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.77
Leaf nitrogen (N) content per dry mass,Cornus rugosa,1.77
Leaf nitrogen (N) content per dry mass,Geranium maculatum,1.77
Leaf nitrogen (N) content per dry mass,Laportea canadensis,1.77
Leaf nitrogen (N) content per area,Carya ovata,1.77
Leaf nitrogen (N) content per area,Carya ovata,1.77
Leaf area,Euthamia graminifolia,1.77
Leaf nitrogen (N) content per dry mass,Plantago major,1.77000916
Leaf nitrogen (N) content per dry mass,Solidago canadensis,1.77162075
Plant height vegetative,Quercus rubra,1.7725
Leaf nitrogen (N) content per dry mass,Linaria vulgaris,1.773259163
Leaf nitrogen (N) content per area,Populus tremuloides,1.773875181
Leaf area,Trifolium pratense,1.7741
Seed mass,Polygonum persicaria,1.775
Root nitrogen (N) content per dry mass,Abies balsamea,1.775571173
Leaf nitrogen (N) content per dry mass,Tanacetum vulgare,1.776493669
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.778333333
Leaf nitrogen (N) content per dry mass,Panicum capillare,1.78
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.78
Leaf nitrogen (N) content per dry mass,Fagus grandifolia,1.78
Seed mass,Apocynum cannabinum,1.78
Seed width,Linaria vulgaris,1.78
Seed length,Veronica scutellata,1.78
Seed width,Linaria vulgaris,1.78
Seed length,Veronica scutellata,1.78
Leaf nitrogen (N) content per dry mass,Galium boreale,1.78
Leaf nitrogen (N) content per dry mass,Galium triflorum,1.78
Leaf nitrogen (N) content per dry mass,Quercus alba,1.78
Leaf nitrogen (N) content per dry mass,Solidago canadensis,1.780407548
Leaf nitrogen (N) content per dry mass,Onoclea sensibilis,1.780605435
Leaf nitrogen (N) content per dry mass,Phleum pratense,1.787434
Leaf nitrogen (N) content per dry mass,Tsuga canadensis,1.788887415
Leaf nitrogen (N) content per dry mass,Quercus alba,1.79
Leaf area,Polygonum persicaria,1.79
Leaf nitrogen (N) content per dry mass,Betula populifolia,1.79
Plant tolerance to drought,Ribes rubrum,1.79
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.79
Leaf nitrogen (N) content per dry mass,Pinus strobus,1.79
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.79
Leaf nitrogen (N) content per dry mass,Leersia oryzoides,1.79
Leaf area,Polygonum persicaria,1.79
Leaf dry mass per plant,Oenothera biennis,1.79
Leaf dry mass,Galium boreale,1.79
Leaf nitrogen (N) content per dry mass,Populus tremuloides,1.79
Leaf nitrogen (N) content per dry mass,Cornus canadensis,1.79
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.79
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.79
Leaf nitrogen (N) content per dry mass,Betula populifolia,1.79
Leaf nitrogen (N) content per dry mass,Juglans cinerea,1.79
Leaf nitrogen (N) content per dry mass,Quercus alba,1.79
Leaf nitrogen (N) content per dry mass,Betula populifolia,1.79
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.79
Leaf nitrogen (N) content per dry mass,Betula populifolia,1.79
Leaf area,Galium mollugo,1.79
Leaf nitrogen (N) content per dry mass,Plantago lanceolata,1.79328
Leaf phosphorus (P) content per dry mass,Lotus corniculatus,1.794911884
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.79625
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.796666667
Leaf respiration per dry mass,Achillea millefolium,1.79675
Leaf nitrogen (N) content per dry mass,Tanacetum vulgare,1.796771884
Leaf phosphorus (P) content per dry mass,Daucus carota,1.79699265
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.798
Seed mass,Centaurea jacea,1.798
Seed mass,Centaurea jacea,1.798
Seed mass,Centaurea jacea,1.798
Seed mass,Centaurea jacea,1.798
Leaf nitrogen (N) content per dry mass,Solidago canadensis,1.79840076
Leaf phosphorus (P) content per dry mass,Trifolium repens,1.799336055
Leaf nitrogen (N) content per area,Acer rubrum,1.8
Leaf nitrogen (N) content per dry mass,Quercus rubra,1.8
Leaf nitrogen (N) content per dry mass,Fraxinus pennsylvanica,1.8
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.8
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.8
Leaf nitrogen (N) content per dry mass,Fagus grandifolia,1.8
Seed mass,Thuja occidentalis,1.8
Seed mass,Polygonum lapathifolium,1.8
Seed mass,Polygonum lapathifolium,1.8
Seed mass,Saponaria officinalis,1.8
Seed mass,Trifolium pratense,1.8
Seed mass,Trifolium pratense,1.8
Seed mass,Rubus idaeus,1.8
Seed mass,Rubus idaeus,1.8
Seed mass,Prunella vulgaris,1.8
Seed mass,Daucus carota,1.8
Seed mass,Prunella vulgaris,1.8
Seed mass,Rubus idaeus,1.8
Seed mass,Rubus idaeus,1.8
Seed mass,Rubus idaeus,1.8
Plant height vegetative,Sonchus oleraceus,1.8
Plant height vegetative,Urtica dioica,1.8
Seed mass,Plantago lanceolata,1.8
Seed mass,Rubus idaeus,1.8
Seed width,Ribes rubrum,1.8
Leaf nitrogen (N) content per dry mass,Prunus serotina,1.8
Leaf nitrogen (N) content per dry mass,Fagus grandifolia,1.8
Leaf nitrogen (N) content per dry mass,Quercus alba,1.8
Leaf nitrogen (N) content per dry mass,Quercus rubra,1.8
Leaf nitrogen (N) content per dry mass,Quercus rubra,1.8
Leaf nitrogen (N) content per dry mass,Carya ovata,1.8
Leaf nitrogen (N) content per dry mass,Fraxinus pennsylvanica,1.8
Leaf nitrogen (N) content per dry mass,Fragaria vesca,1.8
Leaf nitrogen (N) content per dry mass,Arisaema triphyllum,1.8
Leaf nitrogen (N) content per dry mass,Quercus rubra,1.8
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.8
Leaf nitrogen (N) content per dry mass,Quercus rubra,1.8
Leaf nitrogen (N) content per dry mass,Fraxinus pennsylvanica,1.8
Leaf nitrogen (N) content per dry mass,Prunella vulgaris,1.8
Leaf nitrogen (N) content per dry mass,Quercus rubra,1.8
Leaf nitrogen (N) content per dry mass,Fraxinus pennsylvanica,1.8
Leaf nitrogen (N) content per area,Quercus alba,1.8
Plant height vegetative,Lycopus americanus,1.8
Stem nitrogen (N) content per dry mass,Pinus strobus,1.8
Plant height vegetative,Helianthus tuberosus,1.8
Leaf respiration per dry mass,Pinus strobus,1.8
Root nitrogen (N) content per dry mass,Pinus strobus,1.8
Plant height vegetative,Helianthus tuberosus,1.8
Leaf nitrogen (N) content per dry mass,Rubus hispidus,1.8
Seed mass,Lonicera japonica,1.8
Seed mass,Lonicera japonica,1.8
Leaf area,Galium mollugo,1.8
Leaf area,Galium mollugo,1.8
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.805
Seed mass,Thalictrum dioicum,1.805
Leaf nitrogen (N) content,Achillea millefolium,1.806900371
Seed mass,Plantago lanceolata,1.809
Seed mass,Plantago lanceolata,1.809
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.81
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.81
Seed mass,Plantago lanceolata,1.81
Leaf fresh mass,Eupatorium perfoliatum,1.81
Leaf nitrogen (N) content per dry mass,Galium triflorum,1.81
Leaf nitrogen (N) content per dry mass,Betula papyrifera,1.81
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.81
Seed mass,Schoenoplectus pungens,1.81
Seed mass,Schoenoplectus pungens,1.81
Plant tolerance to waterlogging,Quercus macrocarpa,1.82
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.82
Seed mass,Trifolium pratense,1.82
Dispersal unit length,Glyceria striata,1.82
Leaf nitrogen (N) content per dry mass,Quercus rubra,1.82
Leaf nitrogen (N) content per area,Acer rubrum,1.82
Leaf area,Galium mollugo,1.82
Leaf phosphorus (P) content per dry mass,Trifolium pratense,1.821325813
Leaf respiration per dry mass,Plantago major,1.8225
Root nitrogen (N) content per dry mass,Abies balsamea,1.824030392
Leaf nitrogen (N) content per area,Populus tremuloides,1.826446281
Plant tolerance to waterlogging,Juglans nigra,1.83
Plant tolerance to shade,Rubus phoenicolasius,1.83
Leaf nitrogen (N) content per dry mass,Phleum pratense,1.83
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.83
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.83
Leaf fresh mass,Tanacetum vulgare,1.83
Leaf nitrogen (N) content per dry mass,Rubus pubescens,1.83
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.83
Leaf nitrogen (N) content per dry mass,Caulophyllum thalictroides,1.83
Leaf nitrogen (N) content per area,Populus tremuloides,1.83
Leaf nitrogen (N) content per area,Populus tremuloides,1.83
Leaf nitrogen (N) content per area,Populus tremuloides,1.83
Leaf nitrogen (N) content per dry mass,Clinopodium vulgare,1.83077
Leaf nitrogen (N) content per dry mass,Maianthemum canadense,1.831602573
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.832
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.833333333
Leaf nitrogen (N) content per dry mass,Betula alleghaniensis,1.833333333
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.835
Seed mass,Rumex crispus,1.835
Leaf area,Juncus articulatus,1.835110215
Leaf nitrogen (N) content per dry mass,Achillea millefolium,1.83791373
Plant tolerance to drought,Acer rubrum,1.84
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.84
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.84
Leaf nitrogen (N) content per dry mass,Prunus virginiana,1.84
Leaf nitrogen (N) content per dry mass,Betula papyrifera,1.84
Leaf area,Trifolium repens,1.84
Leaf area,Euthamia graminifolia,1.84
Leaf area,Euthamia graminifolia,1.84
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.843333333
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.843333333
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.843333333
Leaf nitrogen (N) content per dry mass,Oenothera biennis,1.843425751
Leaf nitrogen (N) content per dry mass,Asclepias syriaca,1.845166206
Leaf nitrogen (N) content,Sambucus nigra,1.846303459
Leaf nitrogen (N) content per dry mass,Phleum pratense,1.8489
Leaf area,Trifolium pratense,1.8489
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.85
Leaf nitrogen (N) content per dry mass,Cornus canadensis,1.85
Leaf fresh mass,Oenothera biennis,1.85
Leaf nitrogen (N) content per dry mass,Acer platanoides,1.85
Leaf nitrogen (N) content per dry mass,Acer pensylvanicum,1.85
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.85
Leaf nitrogen (N) content per dry mass,Lindera benzoin,1.85
Leaf fresh mass,Asclepias syriaca,1.85
Leaf area,Lotus corniculatus,1.85
Leaf area,Lotus corniculatus,1.85
Root nitrogen (N) content per dry mass,Pinus strobus,1.855208643
Leaf dry mass,Daucus carota,1.858108108
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.86
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.86
Stem dry mass per plant,Tanacetum vulgare,1.86
Leaf nitrogen (N) content per dry mass,Populus deltoides,1.86
Leaf fresh mass,Asclepias syriaca,1.86
Leaf fresh mass,Asclepias syriaca,1.86
Leaf area,Euthamia graminifolia,1.86
Root nitrogen (N) content per dry mass,Plantago major,1.860714286
Leaf respiration per dry mass,Pinus strobus,1.862448979
Leaf nitrogen (N) content per dry mass,Populus tremuloides,1.863972
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.865
Plant height vegetative,Quercus rubra,1.8675
Leaf respiration per dry mass,Pinus strobus,1.8681
Leaf respiration per dry mass,Pinus strobus,1.8681
Leaf nitrogen (N) content per dry mass,Betula papyrifera,1.87
Leaf nitrogen (N) content per dry mass,Pinus strobus,1.87
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.87
Reproductive dry mass per plant,Oenothera biennis,1.87
Leaf nitrogen (N) content per dry mass,Betula papyrifera,1.87
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.87
Leaf area,Trifolium pratense,1.8733
Stem dry mass per plant,Lotus corniculatus,1.8734
Leaf respiration per dry mass,Abies balsamea,1.874369068
Leaf respiration per dry mass,Abies balsamea,1.874950584
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.876666667
Seed mass,Saponaria officinalis,1.878
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.878333333
Seed mass,Rumex crispus,1.879
Plant tolerance to shade,Juglans cinerea,1.88
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.88
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.88
Leaf fresh mass,Oenothera biennis,1.88
Dispersal unit length,Phalaris arundinacea,1.88
Dispersal unit width,Sambucus nigra,1.88
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.88
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.88
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.88
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.88
Leaf nitrogen (N) content per dry mass,Urtica dioica,1.88
Leaf nitrogen (N) content per area,Abies balsamea,1.88
Leaf nitrogen (N) content per area,Populus tremuloides,1.88
Leaf area,Lotus corniculatus,1.88
Leaf area,Lotus corniculatus,1.88
Leaf fresh mass,Asclepias syriaca,1.88
Leaf area,Galium mollugo,1.88
Leaf fresh mass,Asclepias syriaca,1.88
Root nitrogen (N) content per dry mass,Abies balsamea,1.88009768
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.881666667
Leaf nitrogen (N) content per dry mass,Polygonum hydropiper,1.881684065
Leaf area,Solidago canadensis,1.8888
Plant tolerance to drought,Alnus incana,1.89
Seed mass,Trifolium pratense,1.89
Seed mass,Rubus idaeus,1.89
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.89
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.89
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.89
Leaf nitrogen (N) content per dry mass,Quercus alba,1.89
Leaf nitrogen (N) content per dry mass,Decodon verticillatus,1.89
Seed mass,Plantago lanceolata,1.891
Seed mass,Plantago lanceolata,1.891
Seed mass,Plantago lanceolata,1.891
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.891666667
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.893333333
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.893333333
Leaf respiration per dry mass,Plantago major,1.89425
Leaf nitrogen (N) content per dry mass,Abies balsamea,1.895
Leaf nitrogen (N) content per dry mass,Panicum capillare,1.895200372
Leaf dry mass,Galium mollugo,1.898
Leaf nitrogen (N) content per dry mass,Betula papyrifera,1.899905
Leaf nitrogen (N) content per dry mass,Acer pensylvanicum,1.9
Leaf nitrogen (N) content per dry mass,Petasites frigidus,1.9
Leaf nitrogen (N) content per dry mass,Taraxacum officinale,1.9
Seed mass,Daucus carota,1.9
Seed mass,Trifolium pratense,1.9
Seed mass,Saponaria officinalis,1.9
Seed mass,Trifolium pratense,1.9
Seed mass,Rumex crispus,1.9
Seed mass,Sambucus nigra,1.9
Seed mass,Plantago lanceolata,1.9
Seed mass,Plantago lanceolata,1.9
Seed mass,Plantago lanceolata,1.9
Seed mass,Plantago lanceolata,1.9
Stem dry mass per plant,Tanacetum vulgare,1.9
Dispersal unit length,Rudbeckia hirta,1.9
Dispersal unit length,Rudbeckia hirta,1.9
Dispersal unit thickness,Ambrosia artemisiifolia,1.9
Dispersal unit width,Ambrosia artemisiifolia,1.9
Dispersal unit length,Tanacetum vulgare,1.9
Dispersal unit thickness,Ambrosia artemisiifolia,1.9
Dispersal unit width,Ambrosia artemisiifolia,1.9
Dispersal unit length,Tanacetum vulgare,1.9
Dispersal unit width,Oenanthe silaifolia,1.9
Dispersal unit width,Oenanthe silaifolia,1.9
Dispersal unit width,Oenanthe silaifolia,1.9
Leaf nitrogen (N) content per dry mass,Acer spicatum,1.9
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.9
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.9
Leaf nitrogen (N) content per dry mass,Ostrya virginiana,1.9
Leaf nitrogen (N) content per dry mass,Fagus grandifolia,1.9
Leaf nitrogen (N) content per dry mass,Quercus alba,1.9
Leaf nitrogen (N) content per dry mass,Fraxinus americana,1.9
Leaf nitrogen (N) content per dry mass,Populus deltoides,1.9
Leaf nitrogen (N) content per dry mass,Acer pensylvanicum,1.9
Leaf nitrogen (N) content per dry mass,Ulmus rubra,1.9
Leaf nitrogen (N) content per dry mass,Acer pensylvanicum,1.9
Leaf nitrogen (N) content per area,Thuja occidentalis,1.9
Leaf nitrogen (N) content per dry mass,Petasites frigidus,1.9
Stem nitrogen (N) content per dry mass,Pinus strobus,1.9
Stem nitrogen (N) content per dry mass,Pinus strobus,1.9
Stem nitrogen (N) content per dry mass,Pinus strobus,1.9
Plant height vegetative,Helianthus tuberosus,1.9
Plant height vegetative,Helianthus tuberosus,1.9
Leaf nitrogen (N) content per dry mass,Betula populifolia,1.9
Seed mass,Rubus idaeus,1.9
Seed mass,Rubus idaeus,1.9
Leaf area,Linaria vulgaris,1.9
Seed mass,Plantago lanceolata,1.901
Seed mass,Plantago lanceolata,1.901
Seed mass,Sambucus nigra,1.901
Seed mass,Centaurea jacea,1.903
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.903333333
Seed mass,Rubus idaeus,1.905
Seed mass,Rubus idaeus,1.905
Seed mass,Rubus idaeus,1.905
Seed mass,Rubus idaeus,1.905
Seed mass,Rubus idaeus,1.905
Leaf physical strength,Plantago lanceolata,1.909854851
Leaf area,Dactylis glomerata,1.91
Leaf nitrogen (N) content per dry mass,Pinus strobus,1.91
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.91
Leaf dry mass,Asclepias syriaca,1.91
Leaf nitrogen (N) content per dry mass,Fraxinus pennsylvanica,1.91
Leaf nitrogen (N) content per dry mass,Betula papyrifera,1.91
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.91
Leaf nitrogen (N) content per dry mass,Fragaria vesca,1.91
Leaf nitrogen (N) content per dry mass,Galium triflorum,1.91
Root nitrogen (N) content per dry mass,Abies balsamea,1.91
Leaf area,Clinopodium vulgare,1.91
Leaf nitrogen (N) content per dry mass,Fagus grandifolia,1.915
Leaf phosphorus (P) content per dry mass,Dactylis glomerata,1.915215382
Leaf respiration per dry mass,Abies balsamea,1.915888
Leaf respiration per dry mass,Abies balsamea,1.915888
Leaf nitrogen (N) content per dry mass,Acer rubrum,1.916666667
Seed mass,Plantago lanceolata,1.918
Seed mass,Plantago lanceolata,1.918
Seed mass,Plantago lanceolata,1.918
Seed mass,Plantago lanceolata,1.918
Seed mass,Plantago lanceolata,1.918
Seed mass,Plantago lanceolata,1.918
Leaf phosphorus (P) content per dry mass,Achillea millefolium,1.919
Leaf nitrogen (N) content per area,Tilia americana,1.92
Leaf nitrogen (N) content per dry mass,Acer saccharum,1.92
Seed mass,Plantago lanceolata,1.92
Reproductive dry mass per plant,Eupatorium perfoliatum,1.92
Stem dry mass per plant,Rubus idaeus,1.92
Seed length,Saponaria officinalis,1.92
Seed length,Saponaria officinalis,1.92
Leaf nitrogen (N) content per dry mass,Populus deltoides,1.92
Leaf nitrogen (N) content per dry mass,Solidago latifolia,1.92
Leaf nitrogen (N) content per dry mass,Quercus alba,1.92
Leaf nitrogen (N) content per dry mass,Acer pensylvanicum,1.92
