Species,Trait,Value
Carya cordiformis,Stem specific density (SSD),0.67
Carya ovata,Stem specific density (SSD),0.73
Catalpa speciosa,Stem specific density (SSD),0.38
Fagus grandifolia,Stem specific density (SSD),0.67
Fraxinus americana,Stem specific density (SSD),0.64
Fraxinus nigra,Stem specific density (SSD),0.53
Fraxinus pennsylvanica,Stem specific density (SSD),0.55
Fraxinus pennsylvanica,Stem specific density (SSD),0.61
Hamamelis virginiana,Stem specific density (SSD),0.71
Juglans cinerea,Stem specific density (SSD),0.4
Juglans nigra,Stem specific density (SSD),0.56
Malus pumila,Stem specific density (SSD),0.64575
Ostrya virginiana,Stem specific density (SSD),0.63
Pinus strobus,Stem specific density (SSD),0.37
Platanus occidentalis,Stem specific density (SSD),0.37
Platanus occidentalis,Stem specific density (SSD),0.39
Platanus occidentalis,Stem specific density (SSD),0.54
Populus deltoides,Stem specific density (SSD),0.37
Populus deltoides,Stem specific density (SSD),0.37
Populus deltoides,Stem specific density (SSD),0.43
Populus deltoides,Stem specific density (SSD),0.494045971
Populus tremuloides,Stem specific density (SSD),0.33
Populus tremuloides,Stem specific density (SSD),0.4
Prunus serotina,Stem specific density (SSD),0.53
Quercus alba,Stem specific density (SSD),0.66
Quercus alba,Stem specific density (SSD),0.71
Quercus macrocarpa,Stem specific density (SSD),0.67
Quercus rubra,Stem specific density (SSD),0.66
Quercus velutina,Stem specific density (SSD),0.67
Rhamnus cathartica,Stem specific density (SSD),0.61131
Rhus typhina,Stem specific density (SSD),0.45
Robinia pseudoacacia,Stem specific density (SSD),0.652
Robinia pseudoacacia,Stem specific density (SSD),0.681
Robinia pseudoacacia,Stem specific density (SSD),0.681912
Robinia pseudoacacia,Stem specific density (SSD),0.698271
Robinia pseudoacacia,Stem specific density (SSD),0.71
Salix alba,Stem specific density (SSD),0.28413
Salix alba,Stem specific density (SSD),0.31
Salix nigra,Stem specific density (SSD),0.41
Thuja occidentalis,Stem specific density (SSD),0.32
Tilia americana,Stem specific density (SSD),0.4
Tsuga canadensis,Stem specific density (SSD),0.43
Ulmus americana,Stem specific density (SSD),0.55
Ulmus rubra,Stem specific density (SSD),0.57
Acer negundo,Stem specific density (SSD),0.54
Juglans nigra,Stem specific density (SSD),0.534
Juglans nigra,Stem specific density (SSD),0.55
Juglans nigra,Stem specific density (SSD),0.574
Juglans nigra,Stem specific density (SSD),0.908
Malus pumila,Stem specific density (SSD),0.64
Platanus occidentalis,Stem specific density (SSD),0.46
Platanus occidentalis,Stem specific density (SSD),0.49
Prunus serotina,Stem specific density (SSD),0.54
Salix alba,Stem specific density (SSD),0.385
Acer platanoides,Stem specific density (SSD),0.59
Acer platanoides,Stem specific density (SSD),0.61
Acer platanoides,Stem specific density (SSD),0.65
Acer platanoides,Stem specific density (SSD),0.65
Acer rubrum,Stem specific density (SSD),0.55
Acer saccharum,Stem specific density (SSD),0.65
Acer saccharum,Stem specific density (SSD),0.65
Alnus incana,Stem specific density (SSD),0.51
Betula populifolia,Stem specific density (SSD),0.55
Pinus strobus,Stem specific density (SSD),0.35
Populus tremuloides,Stem specific density (SSD),0.35
Quercus rubra,Stem specific density (SSD),0.65
Quercus rubra,Stem specific density (SSD),0.65
Rhamnus cathartica,Stem specific density (SSD),0.71
Salix alba,Stem specific density (SSD),0.33
Thuja occidentalis,Stem specific density (SSD),0.35
Ulmus americana,Stem specific density (SSD),0.45
Acer platanoides,Stem specific density (SSD),0.488642108
Achillea millefolium,Stem specific density (SSD),0.401127493
Alliaria petiolata,Stem specific density (SSD),0.375543478
Centaurea jacea,Stem specific density (SSD),0.273822394
Circaea lutetiana,Stem specific density (SSD),0.199145755
Dactylis glomerata,Stem specific density (SSD),0.444019139
Dactylis glomerata,Stem specific density (SSD),0.554252199
Daucus carota,Stem specific density (SSD),0.129066986
Elymus repens,Stem specific density (SSD),0.114754098
Fragaria vesca,Stem specific density (SSD),0.269642857
Galium mollugo,Stem specific density (SSD),0.344223602
Glechoma hederacea,Stem specific density (SSD),0.12069435
Glechoma hederacea,Stem specific density (SSD),0.184492481
Juncus articulatus,Stem specific density (SSD),0.184705882
Juncus articulatus,Stem specific density (SSD),0.210245464
Juncus articulatus,Stem specific density (SSD),0.356
Juncus articulatus,Stem specific density (SSD),0.36039604
Juncus articulatus,Stem specific density (SSD),0.405089059
Lotus corniculatus,Stem specific density (SSD),0.217391304
Lotus corniculatus,Stem specific density (SSD),0.277545692
Lotus corniculatus,Stem specific density (SSD),0.285555556
Lotus corniculatus,Stem specific density (SSD),0.286738351
Lotus corniculatus,Stem specific density (SSD),0.341358025
Lotus corniculatus,Stem specific density (SSD),0.345945946
Lotus corniculatus,Stem specific density (SSD),0.407514451
Lysimachia vulgaris,Stem specific density (SSD),0.322135297
Lythrum salicaria,Stem specific density (SSD),0.255147292
Lythrum salicaria,Stem specific density (SSD),0.277440191
Lythrum salicaria,Stem specific density (SSD),0.330738063
Phalaris arundinacea,Stem specific density (SSD),0.334519573
Phalaris arundinacea,Stem specific density (SSD),0.422794118
Phalaris arundinacea,Stem specific density (SSD),0.462786885
Phleum pratense,Stem specific density (SSD),0.416375087
Plantago lanceolata,Stem specific density (SSD),0.108542714
Plantago lanceolata,Stem specific density (SSD),0.179253665
Plantago lanceolata,Stem specific density (SSD),0.235268442
Prunus serotina,Stem specific density (SSD),0.698083964
Rhamnus cathartica,Stem specific density (SSD),0.547738173
Ribes rubrum,Stem specific density (SSD),0.452995896
Sambucus nigra,Stem specific density (SSD),0.05
Sambucus nigra,Stem specific density (SSD),0.156132335
Sambucus nigra,Stem specific density (SSD),0.41672336
Sambucus nigra,Stem specific density (SSD),0.421634019
Sambucus nigra,Stem specific density (SSD),0.424476855
Solanum dulcamara,Stem specific density (SSD),8.87E-02
Trifolium pratense,Stem specific density (SSD),0.199261993
Trifolium pratense,Stem specific density (SSD),0.261064426
Trifolium repens,Stem specific density (SSD),0.188311688
Urtica dioica,Stem specific density (SSD),0.156215622
Urtica dioica,Stem specific density (SSD),0.185384615
Urtica dioica,Stem specific density (SSD),0.194117647
Urtica dioica,Stem specific density (SSD),0.250945347
Acer rubrum,Stomata conductance per leaf area,0.237
Acer rubrum,Stomata conductance per leaf area,0.237
Arisaema triphyllum,Stomata conductance per leaf area,0.09
Arisaema triphyllum,Stomata conductance per leaf area,0.09
Carya ovata,Stomata conductance per leaf area,0.316
Carya ovata,Stomata conductance per leaf area,0.316
Caulophyllum thalictroides,Stomata conductance per leaf area,0.134
Caulophyllum thalictroides,Stomata conductance per leaf area,0.134
Fraxinus americana,Stomata conductance per leaf area,0.408
Fraxinus americana,Stomata conductance per leaf area,0.408
Juglans nigra,Stomata conductance per leaf area,0.162
Juglans nigra,Stomata conductance per leaf area,0.162
Pinus strobus,Stomata conductance per leaf area,0.17999898
Pinus strobus,Stomata conductance per leaf area,0.198
Pinus strobus,Stomata conductance per leaf area,0.198
Pinus strobus,Stomata conductance per leaf area,0.205
Pinus strobus,Stomata conductance per leaf area,0.205
Populus deltoides,Stomata conductance per leaf area,0.595
Populus deltoides,Stomata conductance per leaf area,0.595
Populus tremuloides,Stomata conductance per leaf area,0.431
Populus tremuloides,Stomata conductance per leaf area,0.431
Quercus macrocarpa,Stomata conductance per leaf area,0.598
Quercus macrocarpa,Stomata conductance per leaf area,0.598
Rhamnus cathartica,Stomata conductance per leaf area,0.44
Rhamnus cathartica,Stomata conductance per leaf area,0.44
Robinia pseudoacacia,Stomata conductance per leaf area,0.297
Robinia pseudoacacia,Stomata conductance per leaf area,0.297
Thuja occidentalis,Stomata conductance per leaf area,0.163
Thuja occidentalis,Stomata conductance per leaf area,0.163
Tsuga canadensis,Stomata conductance per leaf area,0.141
Tsuga canadensis,Stomata conductance per leaf area,0.141
Ulmus americana,Stomata conductance per leaf area,0.454
Ulmus americana,Stomata conductance per leaf area,0.454
Acer platanoides,Stomata conductance per leaf area,0.05
Acer platanoides,Stomata conductance per leaf area,0.152
Acer rubrum,Stomata conductance per leaf area,0.058262806
Acer rubrum,Stomata conductance per leaf area,0.061469933
Acer rubrum,Stomata conductance per leaf area,0.066280624
Acer rubrum,Stomata conductance per leaf area,0.074476615
Acer rubrum,Stomata conductance per leaf area,0.234567901
Acer rubrum,Stomata conductance per leaf area,0.237
Acer rubrum,Stomata conductance per leaf area,0.237
Acer saccharum,Stomata conductance per leaf area,0.032
Acer saccharum,Stomata conductance per leaf area,0.035
Achillea millefolium,Stomata conductance per leaf area,0.33085
Achillea millefolium,Stomata conductance per leaf area,0.330853773
Achillea millefolium,Stomata conductance per leaf area,0.542
Achillea millefolium,Stomata conductance per leaf area,0.542
Agrostis scabra,Stomata conductance per leaf area,0.513
Agrostis scabra,Stomata conductance per leaf area,0.513
Ambrosia artemisiifolia,Stomata conductance per leaf area,0.1
Ambrosia artemisiifolia,Stomata conductance per leaf area,1.035
Ambrosia artemisiifolia,Stomata conductance per leaf area,1.035
Arisaema triphyllum,Stomata conductance per leaf area,0.09
Asclepias syriaca,Stomata conductance per leaf area,0.455
Asclepias syriaca,Stomata conductance per leaf area,0.455
Bidens frondosa,Stomata conductance per leaf area,0.12
Bromus inermis,Stomata conductance per leaf area,0.22421
Bromus inermis,Stomata conductance per leaf area,0.224214918
Carex crinita,Stomata conductance per leaf area,0.12
Carya ovata,Stomata conductance per leaf area,0.316
Caulophyllum thalictroides,Stomata conductance per leaf area,0.134
Dodonaea viscosacuneata,Stomata conductance per leaf area,0.10257
Fraxinus americana,Stomata conductance per leaf area,0.239197531
Fraxinus americana,Stomata conductance per leaf area,0.408
Fraxinus pennsylvanica,Stomata conductance per leaf area,0.121722488
Fraxinus pennsylvanica,Stomata conductance per leaf area,0.17569378
Fraxinus pennsylvanica,Stomata conductance per leaf area,0.176842105
Fraxinus pennsylvanica,Stomata conductance per leaf area,0.194066986
Fraxinus pennsylvanica,Stomata conductance per leaf area,0.213588517
Juglans nigra,Stomata conductance per leaf area,0.162
Leersia oryzoides,Stomata conductance per leaf area,0.15
Lycopus americanus,Stomata conductance per leaf area,0.15
Lythrum salicaria,Stomata conductance per leaf area,0.15
Panicum capillare,Stomata conductance per leaf area,0.1
Panicum capillare,Stomata conductance per leaf area,0.308
Petasites frigidus,Stomata conductance per leaf area,0.178423237
Phalaris arundinacea,Stomata conductance per leaf area,0.15
Pinus strobus,Stomata conductance per leaf area,0.198
Pinus strobus,Stomata conductance per leaf area,0.198
Pinus strobus,Stomata conductance per leaf area,0.205
Pinus strobus,Stomata conductance per leaf area,0.205
Plantago major,Stomata conductance per leaf area,0.13
Polygonum lapathifolium,Stomata conductance per leaf area,0.18
Populus deltoides,Stomata conductance per leaf area,0.595
Populus deltoides,Stomata conductance per leaf area,0.595
Populus tremuloides,Stomata conductance per leaf area,0.431
Populus tremuloides,Stomata conductance per leaf area,0.431
Prunus serotina,Stomata conductance per leaf area,0.13
Prunus serotina,Stomata conductance per leaf area,0.148333333
Prunus serotina,Stomata conductance per leaf area,0.24
Prunus serotina,Stomata conductance per leaf area,0.322530864
Pteridium aquilinum,Stomata conductance per leaf area,0.135
Quercus macrocarpa,Stomata conductance per leaf area,0.286
Quercus macrocarpa,Stomata conductance per leaf area,0.286
Quercus macrocarpa,Stomata conductance per leaf area,0.598
Quercus rubra,Stomata conductance per leaf area,0.054
Quercus rubra,Stomata conductance per leaf area,0.079
Quercus rubra,Stomata conductance per leaf area,0.214
Quercus rubra,Stomata conductance per leaf area,0.340225564
Quercus rubra,Stomata conductance per leaf area,0.418867925
Quercus velutina,Stomata conductance per leaf area,0.069
Quercus velutina,Stomata conductance per leaf area,0.183
Rhamnus cathartica,Stomata conductance per leaf area,0.44
Robinia pseudoacacia,Stomata conductance per leaf area,0.297
Robinia pseudoacacia,Stomata conductance per leaf area,0.297
Thuja occidentalis,Stomata conductance per leaf area,0.163
Tsuga canadensis,Stomata conductance per leaf area,0.141
Tsuga canadensis,Stomata conductance per leaf area,0.141
Ulmus americana,Stomata conductance per leaf area,0.454
Xanthium strumarium,Stomata conductance per leaf area,0.13
Eupatorium perfoliatum,Stomata conductance per leaf area,0.280727273
Eupatorium perfoliatum,Stomata conductance per leaf area,0.379909091
Eupatorium perfoliatum,Stomata conductance per leaf area,0.474606061
Eupatorium perfoliatum,Stomata conductance per leaf area,0.769030303
Lobelia inflata,Stomata conductance per leaf area,0.194454545
Lobelia inflata,Stomata conductance per leaf area,0.352212121
Lobelia inflata,Stomata conductance per leaf area,0.472515152
Lobelia inflata,Stomata conductance per leaf area,0.662181818
Lycopus americanus,Stomata conductance per leaf area,4.79E-02
Lycopus americanus,Stomata conductance per leaf area,0.116754545
Mimulus ringens,Stomata conductance per leaf area,0.29530303
Oenothera biennis,Stomata conductance per leaf area,0.417939394
Oenothera biennis,Stomata conductance per leaf area,0.542484848
Oenothera biennis,Stomata conductance per leaf area,0.697818182
Oenothera biennis,Stomata conductance per leaf area,0.911545455
Penthorum sedoides,Stomata conductance per leaf area,0.340030303
Penthorum sedoides,Stomata conductance per leaf area,0.405575758
Penthorum sedoides,Stomata conductance per leaf area,0.508
Penthorum sedoides,Stomata conductance per leaf area,0.840969697
Scutellaria lateriflora,Stomata conductance per leaf area,4.45E-02
Scutellaria lateriflora,Stomata conductance per leaf area,7.08E-02
Scutellaria lateriflora,Stomata conductance per leaf area,8.91E-02
Scutellaria lateriflora,Stomata conductance per leaf area,0.189090909
Verbena hastata,Stomata conductance per leaf area,0.306606061
Verbena hastata,Stomata conductance per leaf area,0.395333333
Verbena hastata,Stomata conductance per leaf area,0.551666667
Verbena hastata,Stomata conductance per leaf area,0.760787879
Quercus rubra,Stomata conductance per leaf area,0.0681
Quercus rubra,Stomata conductance per leaf area,0.0901
Quercus rubra,Stomata conductance per leaf area,0.091
Quercus rubra,Stomata conductance per leaf area,0.0988
Quercus rubra,Stomata conductance per leaf area,0.1076
Achillea millefolium,Stomata conductance per leaf area,3.07E-02
Achillea millefolium,Stomata conductance per leaf area,0.10836
Achillea millefolium,Stomata conductance per leaf area,0.12692
Achillea millefolium,Stomata conductance per leaf area,0.148666667
Achillea millefolium,Stomata conductance per leaf area,0.187633333
Achillea millefolium,Stomata conductance per leaf area,0.2831
Achillea millefolium,Stomata conductance per leaf area,0.3333
Achillea millefolium,Stomata conductance per leaf area,0.346333333
Plantago major,Stomata conductance per leaf area,0.217066667
Plantago major,Stomata conductance per leaf area,0.236866667
Plantago major,Stomata conductance per leaf area,0.292066667
Plantago major,Stomata conductance per leaf area,0.318433333
Plantago major,Stomata conductance per leaf area,0.377533333
Plantago major,Stomata conductance per leaf area,0.41
Plantago major,Stomata conductance per leaf area,0.4824
Plantago major,Stomata conductance per leaf area,0.574
Achillea millefolium,Stomata conductance per leaf area,81
Achillea millefolium,Stomata conductance per leaf area,152
Achillea millefolium,Stomata conductance per leaf area,155
Achillea millefolium,Stomata conductance per leaf area,158
Achillea millefolium,Stomata conductance per leaf area,169
Achillea millefolium,Stomata conductance per leaf area,186
Achillea millefolium,Stomata conductance per leaf area,212
Achillea millefolium,Stomata conductance per leaf area,285
Artemisia vulgaris,Stomata conductance per leaf area,296
Artemisia vulgaris,Stomata conductance per leaf area,338
Artemisia vulgaris,Stomata conductance per leaf area,614
Dactylis glomerata,Stomata conductance per leaf area,48
Dactylis glomerata,Stomata conductance per leaf area,65
Dactylis glomerata,Stomata conductance per leaf area,75
Dactylis glomerata,Stomata conductance per leaf area,78
Dactylis glomerata,Stomata conductance per leaf area,98
Dactylis glomerata,Stomata conductance per leaf area,113
Dactylis glomerata,Stomata conductance per leaf area,141
Dactylis glomerata,Stomata conductance per leaf area,251
Galium aparine,Stomata conductance per leaf area,66
Galium aparine,Stomata conductance per leaf area,86
Galium aparine,Stomata conductance per leaf area,188
